Year,Table,County,Mother's Race,Number of Live Births
2017,9,New York State,Total Non-Hispanic,175031
2017,9,New York State,Total Hispanic,53470
2017,9,New York City,Total,110682
2017,9,New York City,White Only Non-Hisp,36076
2017,9,New York City,Black Only Non-Hisp,21563
2017,9,New York City,Other Non-Hisp,20560
2017,9,New York City,White Only Hispanic,15900
2017,9,New York City,Black Only Hispanic,2540
2017,9,New York City,Total Non-Hispanic,78325
2017,9,New York City,Total Hispanic,32357
2017,9,Bronx,Total,20246
2017,9,Bronx,White Only Non-Hisp,1474
2017,9,Bronx,Black Only Non-Hisp,5906
2017,9,Bronx,Other Non-Hisp,1197
2017,9,Bronx,White Only Hispanic,5105
2017,9,Bronx,Black Only Hispanic,1149
2017,9,Bronx,Total Non-Hispanic,8594
2017,9,Bronx,Total Hispanic,11652
2017,9,Kings,Total,39068
2017,9,Kings,White Only Non-Hisp,17503
2017,9,Kings,Black Only Non-Hisp,8817
2017,9,Kings,Other Non-Hisp,6252
2017,9,Kings,White Only Hispanic,3247
2017,9,Kings,Black Only Hispanic,587
2017,9,Kings,Total Non-Hispanic,32648
2017,9,Kings,Total Hispanic,6420
2017,9,New York,Total,17142
2017,9,New York,White Only Non-Hisp,8027
2017,9,New York,Black Only Non-Hisp,1973
2017,9,New York,Other Non-Hisp,2855
2017,9,New York,White Only Hispanic,2250
2017,9,New York,Black Only Hispanic,363
2017,9,New York,Total Non-Hispanic,12868
2017,9,New York,Total Hispanic,4274
2017,9,Queens,Total,28872
2017,9,Queens,White Only Non-Hisp,6262
2017,9,Queens,Black Only Non-Hisp,4232
2017,9,Queens,Other Non-Hisp,9615
2017,9,Queens,White Only Hispanic,4689
2017,9,Queens,Black Only Hispanic,354
2017,9,Queens,Total Non-Hispanic,20121
2017,9,Queens,Total Hispanic,8751
2017,9,Richmond,Total,5354
2017,9,Richmond,White Only Non-Hisp,2810
2017,9,Richmond,Black Only Non-Hisp,635
2017,9,Richmond,Other Non-Hisp,641
2017,9,Richmond,White Only Hispanic,609
2017,9,Richmond,Black Only Hispanic,87
2017,9,Richmond,Total Non-Hispanic,4094
2017,9,Richmond,Total Hispanic,1260
2017,9,Rest of State,Total,117819
2017,9,Rest of State,White Only Non-Hisp,74616
2017,9,Rest of State,Black Only Non-Hisp,12094
2017,9,Rest of State,Other Non-Hisp,9952
2017,9,Rest of State,White Only Hispanic,11520
2017,9,Rest of State,Black Only Hispanic,804
2017,9,Rest of State,Total Non-Hispanic,96706
2017,9,Rest of State,Total Hispanic,21113
2017,9,Albany,Total,3177
2017,9,Albany,White Only Non-Hisp,1862
2017,9,Albany,Black Only Non-Hisp,573
2017,9,Albany,Other Non-Hisp,497
2017,9,Albany,White Only Hispanic,103
2017,9,Albany,Black Only Hispanic,42
2017,9,Albany,Total Non-Hispanic,2933
2017,9,Albany,Total Hispanic,244
2017,9,Allegany,White Only Non-Hisp,430
2017,9,Allegany,Black Only Non-Hisp,1
2017,9,Allegany,Other Non-Hisp,13
2017,9,Allegany,White Only Hispanic,27
2017,9,Allegany,Black Only Hispanic,1
2017,9,Allegany,Total Non-Hispanic,444
2017,9,Allegany,Total Hispanic,42
2017,9,Broome,Total,1976
2017,9,Broome,White Only Non-Hisp,1546
2017,9,Broome,Black Only Non-Hisp,163
2017,9,Broome,Other Non-Hisp,163
2017,9,Broome,White Only Hispanic,31
2017,9,Broome,Black Only Hispanic,13
2017,9,Broome,Total Non-Hispanic,1873
2017,9,Broome,Total Hispanic,103
2017,9,Cattaraugus,Total,817
2017,9,Cattaraugus,White Only Non-Hisp,651
2017,9,Cattaraugus,Black Only Non-Hisp,8
2017,9,Cattaraugus,Other Non-Hisp,62
2017,9,Cattaraugus,White Only Hispanic,10
2017,9,Cattaraugus,Black Only Hispanic,0
2017,9,Cattaraugus,Total Non-Hispanic,721
2017,9,Cattaraugus,Total Hispanic,96
2017,9,Cayuga,Total,781
2017,9,Cayuga,White Only Non-Hisp,697
2017,9,Cayuga,Black Only Non-Hisp,23
2017,9,Cayuga,Other Non-Hisp,28
2017,9,Cayuga,White Only Hispanic,16
2017,9,Cayuga,Black Only Hispanic,2
2017,9,Cayuga,Total Non-Hispanic,748
2017,9,Cayuga,Total Hispanic,33
2017,9,Chautauqua,Total,1349
2017,9,Chautauqua,White Only Non-Hisp,1106
2017,9,Chautauqua,Black Only Non-Hisp,6
2017,9,Chautauqua,Other Non-Hisp,42
2017,9,Chautauqua,White Only Hispanic,108
2017,9,Chautauqua,Black Only Hispanic,7
2017,9,Chautauqua,Total Non-Hispanic,1155
2017,9,Chautauqua,Total Hispanic,194
2017,9,Chemung,Total,898
2017,9,Chemung,White Only Non-Hisp,758
2017,9,Chemung,Black Only Non-Hisp,45
2017,9,Chemung,Other Non-Hisp,64
2017,9,Chemung,White Only Hispanic,13
2017,9,Chemung,Black Only Hispanic,4
2017,9,Chemung,Total Non-Hispanic,867
2017,9,Chemung,Total Hispanic,31
2017,9,Chenango,Total,489
2017,9,Chenango,White Only Non-Hisp,464
2017,9,Chenango,Black Only Non-Hisp,2
2017,9,Chenango,Other Non-Hisp,4
2017,9,Chenango,White Only Hispanic,9
2017,9,Chenango,Black Only Hispanic,0
2017,9,Chenango,Total Non-Hispanic,470
2017,9,Chenango,Total Hispanic,19
2017,9,Clinton,Total,711
2017,9,Clinton,White Only Non-Hisp,678
2017,9,Clinton,Black Only Non-Hisp,6
2017,9,Clinton,Other Non-Hisp,16
2017,9,Clinton,White Only Hispanic,4
2017,9,Clinton,Black Only Hispanic,1
2017,9,Clinton,Total Non-Hispanic,701
2017,9,Clinton,Total Hispanic,10
2017,9,Columbia,Total,507
2017,9,Columbia,White Only Non-Hisp,380
2017,9,Columbia,Black Only Non-Hisp,32
2017,9,Columbia,Other Non-Hisp,39
2017,9,Columbia,White Only Hispanic,30
2017,9,Columbia,Black Only Hispanic,2
2017,9,Columbia,Total Non-Hispanic,454
2017,9,Columbia,Total Hispanic,53
2017,9,Cortland,Total,480
2017,9,Cortland,White Only Non-Hisp,428
2017,9,Cortland,Black Only Non-Hisp,8
2017,9,Cortland,Other Non-Hisp,16
2017,9,Cortland,White Only Hispanic,9
2017,9,Cortland,Black Only Hispanic,1
2017,9,Cortland,Total Non-Hispanic,452
2017,9,Cortland,Total Hispanic,28
2017,9,Delaware,Total,359
2017,9,Delaware,White Only Non-Hisp,330
2017,9,Delaware,Black Only Non-Hisp,8
2017,9,Delaware,Other Non-Hisp,9
2017,9,Delaware,White Only Hispanic,8
2017,9,Delaware,Black Only Hispanic,1
2017,9,Delaware,Total Non-Hispanic,347
2017,9,Delaware,Total Hispanic,12
2017,9,Dutchess,Total,2596
2017,9,Dutchess,White Only Non-Hisp,1627
2017,9,Dutchess,Black Only Non-Hisp,322
2017,9,Dutchess,Other Non-Hisp,182
2017,9,Dutchess,White Only Hispanic,294
2017,9,Dutchess,Black Only Hispanic,31
2017,9,Dutchess,Total Non-Hispanic,2131
2017,9,Dutchess,Total Hispanic,465
2017,9,Erie,Total,9849
2017,9,Erie,White Only Non-Hisp,6138
2017,9,Erie,Black Only Non-Hisp,1861
2017,9,Erie,Other Non-Hisp,1063
2017,9,Erie,White Only Hispanic,308
2017,9,Erie,Black Only Hispanic,49
2017,9,Erie,Total Non-Hispanic,9062
2017,9,Erie,Total Hispanic,787
2017,9,Essex/Hamilton,Total,310
2017,9,Essex/Hamilton,White Only Non-Hisp,291
2017,9,Essex/Hamilton,Black Only Non-Hisp,6
2017,9,Essex/Hamilton,Other Non-Hisp,7
2017,9,Essex/Hamilton,White Only Hispanic,2
2017,9,Essex/Hamilton,Black Only Hispanic,0
2017,9,Essex/Hamilton,Total Non-Hispanic,305
2017,9,Essex/Hamilton,Total Hispanic,5
2017,9,Franklin,Total,440
2017,9,Franklin,White Only Non-Hisp,384
2017,9,Franklin,Black Only Non-Hisp,1
2017,9,Franklin,Other Non-Hisp,37
2017,9,Franklin,White Only Hispanic,6
2017,9,Franklin,Black Only Hispanic,0
2017,9,Franklin,Total Non-Hispanic,422
2017,9,Franklin,Total Hispanic,18
2017,9,Fulton,Total,538
2017,9,Fulton,White Only Non-Hisp,479
2017,9,Fulton,Black Only Non-Hisp,6
2017,9,Fulton,Other Non-Hisp,27
2017,9,Fulton,White Only Hispanic,17
2017,9,Fulton,Black Only Hispanic,1
2017,9,Fulton,Total Non-Hispanic,512
2017,9,Fulton,Total Hispanic,26
2017,9,Genesee,Total,551
2017,9,Genesee,White Only Non-Hisp,481
2017,9,Genesee,Black Only Non-Hisp,9
2017,9,Genesee,Other Non-Hisp,31
2017,9,Genesee,White Only Hispanic,13
2017,9,Genesee,Black Only Hispanic,1
2017,9,Genesee,Total Non-Hispanic,521
2017,9,Genesee,Total Hispanic,30
2017,9,Greene,Total,386
2017,9,Greene,White Only Non-Hisp,332
2017,9,Greene,Black Only Non-Hisp,12
2017,9,Greene,Other Non-Hisp,18
2017,9,Greene,White Only Hispanic,19
2017,9,Greene,Black Only Hispanic,0
2017,9,Greene,Total Non-Hispanic,362
2017,9,Greene,Total Hispanic,24
2017,9,Hamilton/Essex,Total,310
2017,9,Hamilton/Essex,White Only Non-Hisp,291
2017,9,Hamilton/Essex,Black Only Non-Hisp,6
2017,9,Hamilton/Essex,Other Non-Hisp,7
2017,9,Hamilton/Essex,White Only Hispanic,2
2017,9,Hamilton/Essex,Black Only Hispanic,0
2017,9,Hamilton/Essex,Total Non-Hispanic,305
2017,9,Hamilton/Essex,Total Hispanic,5
2017,9,Herkimer,Total,588
2017,9,Herkimer,White Only Non-Hisp,546
2017,9,Herkimer,Black Only Non-Hisp,5
2017,9,Herkimer,Other Non-Hisp,17
2017,9,Herkimer,White Only Hispanic,17
2017,9,Herkimer,Black Only Hispanic,0
2017,9,Herkimer,Total Non-Hispanic,568
2017,9,Herkimer,Total Hispanic,20
2017,9,Jefferson,Total,2005
2017,9,Jefferson,White Only Non-Hisp,1472
2017,9,Jefferson,Black Only Non-Hisp,153
2017,9,Jefferson,Other Non-Hisp,129
2017,9,Jefferson,White Only Hispanic,128
2017,9,Jefferson,Black Only Hispanic,8
2017,9,Jefferson,Total Non-Hispanic,1754
2017,9,Jefferson,Total Hispanic,251
2017,9,Lewis,Total,335
2017,9,Lewis,White Only Non-Hisp,323
2017,9,Lewis,Black Only Non-Hisp,4
2017,9,Lewis,Other Non-Hisp,0
2017,9,Lewis,White Only Hispanic,7
2017,9,Lewis,Black Only Hispanic,0
2017,9,Lewis,Total Non-Hispanic,327
2017,9,Lewis,Total Hispanic,8
2017,9,Livingston,Total,502
2017,9,Livingston,White Only Non-Hisp,441
2017,9,Livingston,Black Only Non-Hisp,6
2017,9,Livingston,Other Non-Hisp,16
2017,9,Livingston,White Only Hispanic,26
2017,9,Livingston,Black Only Hispanic,1
2017,9,Livingston,Total Non-Hispanic,463
2017,9,Livingston,Total Hispanic,39
2017,9,Madison,Total,672
2017,9,Madison,White Only Non-Hisp,622
2017,9,Madison,Black Only Non-Hisp,1
2017,9,Madison,Other Non-Hisp,21
2017,9,Madison,White Only Hispanic,4
2017,9,Madison,Black Only Hispanic,1
2017,9,Madison,Total Non-Hispanic,644
2017,9,Madison,Total Hispanic,28
2017,9,Monroe,Total,7884
2017,9,Monroe,White Only Non-Hisp,4403
2017,9,Monroe,Black Only Non-Hisp,1719
2017,9,Monroe,Other Non-Hisp,742
2017,9,Monroe,White Only Hispanic,456
2017,9,Monroe,Black Only Hispanic,91
2017,9,Monroe,Total Non-Hispanic,6864
2017,9,Monroe,Total Hispanic,1020
2017,9,Montgomery,Total,615
2017,9,Montgomery,White Only Non-Hisp,466
2017,9,Montgomery,Black Only Non-Hisp,14
2017,9,Montgomery,Other Non-Hisp,15
2017,9,Montgomery,White Only Hispanic,86
2017,9,Montgomery,Black Only Hispanic,2
2017,9,Montgomery,Total Non-Hispanic,495
2017,9,Montgomery,Total Hispanic,120
2017,9,Nassau,Total,14184
2017,9,Nassau,White Only Non-Hisp,6697
2017,9,Nassau,Black Only Non-Hisp,1560
2017,9,Nassau,Other Non-Hisp,2021
2017,9,Nassau,White Only Hispanic,2961
2017,9,Nassau,Black Only Hispanic,102
2017,9,Nassau,Total Non-Hispanic,10281
2017,9,Nassau,Total Hispanic,3903
2017,9,Niagara,Total,2116
2017,9,Niagara,White Only Non-Hisp,1618
2017,9,Niagara,Black Only Non-Hisp,241
2017,9,Niagara,Other Non-Hisp,146
2017,9,Niagara,White Only Hispanic,59
2017,9,Niagara,Black Only Hispanic,15
2017,9,Niagara,Total Non-Hispanic,2005
2017,9,Niagara,Total Hispanic,111
2017,9,Oneida,Total,2566
2017,9,Oneida,White Only Non-Hisp,1833
2017,9,Oneida,Black Only Non-Hisp,241
2017,9,Oneida,Other Non-Hisp,281
2017,9,Oneida,White Only Hispanic,142
2017,9,Oneida,Black Only Hispanic,26
2017,9,Oneida,Total Non-Hispanic,2356
2017,9,Oneida,Total Hispanic,210
2017,9,Onondaga,Total,5061
2017,9,Onondaga,White Only Non-Hisp,3160
2017,9,Onondaga,Black Only Non-Hisp,881
2017,9,Onondaga,Other Non-Hisp,640
2017,9,Onondaga,White Only Hispanic,152
2017,9,Onondaga,Black Only Hispanic,48
2017,9,Onondaga,Total Non-Hispanic,4682
2017,9,Onondaga,Total Hispanic,379
2017,9,Ontario,Total,976
2017,9,Ontario,White Only Non-Hisp,827
2017,9,Ontario,Black Only Non-Hisp,18
2017,9,Ontario,Other Non-Hisp,37
2017,9,Ontario,White Only Hispanic,56
2017,9,Ontario,Black Only Hispanic,3
2017,9,Ontario,Total Non-Hispanic,882
2017,9,Ontario,Total Hispanic,94
2017,9,Orange,Total,5085
2017,9,Orange,White Only Non-Hisp,3238
2017,9,Orange,Black Only Non-Hisp,371
2017,9,Orange,Other Non-Hisp,240
2017,9,Orange,White Only Hispanic,334
2017,9,Orange,Black Only Hispanic,59
2017,9,Orange,Total Non-Hispanic,3858
2017,9,Orange,Total Hispanic,1227
2017,9,Orleans,Total,411
2017,9,Orleans,White Only Non-Hisp,363
2017,9,Orleans,Black Only Non-Hisp,12
2017,9,Orleans,Other Non-Hisp,19
2017,9,Orleans,White Only Hispanic,9
2017,9,Orleans,Black Only Hispanic,0
2017,9,Orleans,Total Non-Hispanic,394
2017,9,Orleans,Total Hispanic,17
2017,9,Oswego,Total,1247
2017,9,Oswego,White Only Non-Hisp,1143
2017,9,Oswego,Black Only Non-Hisp,14
2017,9,Oswego,Other Non-Hisp,40
2017,9,Oswego,White Only Hispanic,17
2017,9,Oswego,Black Only Hispanic,0
2017,9,Oswego,Total Non-Hispanic,1198
2017,9,Oswego,Total Hispanic,49
2017,9,Otsego,Total,487
2017,9,Otsego,White Only Non-Hisp,429
2017,9,Otsego,Black Only Non-Hisp,4
2017,9,Otsego,Other Non-Hisp,18
2017,9,Otsego,White Only Hispanic,18
2017,9,Otsego,Black Only Hispanic,1
2017,9,Otsego,Total Non-Hispanic,451
2017,9,Otsego,Total Hispanic,36
2017,9,Putnam,Total,798
2017,9,Putnam,White Only Non-Hisp,540
2017,9,Putnam,Black Only Non-Hisp,17
2017,9,Putnam,Other Non-Hisp,37
2017,9,Putnam,White Only Hispanic,47
2017,9,Putnam,Black Only Hispanic,3
2017,9,Putnam,Total Non-Hispanic,594
2017,9,Putnam,Total Hispanic,204
2017,9,Rensselaer,Total,1562
2017,9,Rensselaer,White Only Non-Hisp,1150
2017,9,Rensselaer,Black Only Non-Hisp,160
2017,9,Rensselaer,Other Non-Hisp,130
2017,9,Rensselaer,White Only Hispanic,68
2017,9,Rensselaer,Black Only Hispanic,18
2017,9,Rensselaer,Total Non-Hispanic,1440
2017,9,Rensselaer,Total Hispanic,122
2017,9,Rockland,Total,5474
2017,9,Rockland,White Only Non-Hisp,3751
2017,9,Rockland,Black Only Non-Hisp,373
2017,9,Rockland,Other Non-Hisp,262
2017,9,Rockland,White Only Hispanic,306
2017,9,Rockland,Black Only Hispanic,11
2017,9,Rockland,Total Non-Hispanic,4394
2017,9,Rockland,Total Hispanic,1080
2017,9,St Lawrence,Total,1027
2017,9,St Lawrence,White Only Non-Hisp,909
2017,9,St Lawrence,Black Only Non-Hisp,3
2017,9,St Lawrence,Other Non-Hisp,35
2017,9,St Lawrence,White Only Hispanic,24
2017,9,St Lawrence,Black Only Hispanic,2
2017,9,St Lawrence,Total Non-Hispanic,948
2017,9,St Lawrence,Total Hispanic,79
2017,9,Saratoga,Total,2145
2017,9,Saratoga,White Only Non-Hisp,1854
2017,9,Saratoga,Black Only Non-Hisp,26
2017,9,Saratoga,Other Non-Hisp,166
2017,9,Saratoga,White Only Hispanic,47
2017,9,Saratoga,Black Only Hispanic,4
2017,9,Saratoga,Total Non-Hispanic,2047
2017,9,Saratoga,Total Hispanic,98
2017,9,Schenectady,Total,1725
2017,9,Schenectady,White Only Non-Hisp,1050
2017,9,Schenectady,Black Only Non-Hisp,239
2017,9,Schenectady,Other Non-Hisp,284
2017,9,Schenectady,White Only Hispanic,13
2017,9,Schenectady,Black Only Hispanic,4
2017,9,Schenectady,Total Non-Hispanic,1574
2017,9,Schenectady,Total Hispanic,151
2017,9,Schoharie,Total,245
2017,9,Schoharie,White Only Non-Hisp,225
2017,9,Schoharie,Black Only Non-Hisp,0
2017,9,Schoharie,Other Non-Hisp,9
2017,9,Schoharie,White Only Hispanic,9
2017,9,Schoharie,Black Only Hispanic,1
2017,9,Schoharie,Total Non-Hispanic,234
2017,9,Schoharie,Total Hispanic,11
2017,9,Schuyler,Total,162
2017,9,Schuyler,White Only Non-Hisp,157
2017,9,Schuyler,Black Only Non-Hisp,0
2017,9,Schuyler,Other Non-Hisp,2
2017,9,Schuyler,White Only Hispanic,2
2017,9,Schuyler,Black Only Hispanic,0
2017,9,Schuyler,Total Non-Hispanic,159
2017,9,Schuyler,Total Hispanic,3
2017,9,Seneca,Total,340
2017,9,Seneca,White Only Non-Hisp,314
2017,9,Seneca,Black Only Non-Hisp,3
2017,9,Seneca,Other Non-Hisp,7
2017,9,Seneca,White Only Hispanic,11
2017,9,Seneca,Black Only Hispanic,1
2017,9,Seneca,Total Non-Hispanic,324
2017,9,Seneca,Total Hispanic,16
2017,9,Steuben,Total,997
2017,9,Steuben,White Only Non-Hisp,869
2017,9,Steuben,Black Only Non-Hisp,14
2017,9,Steuben,Other Non-Hisp,29
2017,9,Steuben,White Only Hispanic,79
2017,9,Steuben,Black Only Hispanic,1
2017,9,Steuben,Total Non-Hispanic,913
2017,9,Steuben,Total Hispanic,84
2017,9,Suffolk,Total,15334
2017,9,Suffolk,White Only Non-Hisp,7863
2017,9,Suffolk,Black Only Non-Hisp,1230
2017,9,Suffolk,Other Non-Hisp,992
2017,9,Suffolk,White Only Hispanic,3827
2017,9,Suffolk,Black Only Hispanic,79
2017,9,Suffolk,Total Non-Hispanic,10087
2017,9,Suffolk,Total Hispanic,5247
2017,9,Sullivan,Total,797
2017,9,Sullivan,White Only Non-Hisp,538
2017,9,Sullivan,Black Only Non-Hisp,48
2017,9,Sullivan,Other Non-Hisp,37
2017,9,Sullivan,White Only Hispanic,29
2017,9,Sullivan,Black Only Hispanic,5
2017,9,Sullivan,Total Non-Hispanic,623
2017,9,Sullivan,Total Hispanic,174
2017,9,Tioga,Total,431
2017,9,Tioga,White Only Non-Hisp,410
2017,9,Tioga,Black Only Non-Hisp,4
2017,9,Tioga,Other Non-Hisp,10
2017,9,Tioga,White Only Hispanic,5
2017,9,Tioga,Black Only Hispanic,0
2017,9,Tioga,Total Non-Hispanic,425
2017,9,Tioga,Total Hispanic,6
2017,9,Tompkins,Total,767
2017,9,Tompkins,White Only Non-Hisp,551
2017,9,Tompkins,Black Only Non-Hisp,36
2017,9,Tompkins,Other Non-Hisp,118
2017,9,Tompkins,White Only Hispanic,35
2017,9,Tompkins,Black Only Hispanic,5
2017,9,Tompkins,Total Non-Hispanic,705
2017,9,Tompkins,Total Hispanic,62
2017,9,Ulster,Total,1468
2017,9,Ulster,White Only Non-Hisp,1080
2017,9,Ulster,Black Only Non-Hisp,100
2017,9,Ulster,Other Non-Hisp,86
2017,9,Ulster,White Only Hispanic,86
2017,9,Ulster,Black Only Hispanic,48
2017,9,Ulster,Total Non-Hispanic,1266
2017,9,Ulster,Total Hispanic,202
2017,9,Warren,Total,542
2017,9,Warren,White Only Non-Hisp,499
2017,9,Warren,Black Only Non-Hisp,4
2017,9,Warren,Other Non-Hisp,18
2017,9,Warren,White Only Hispanic,18
2017,9,Warren,Black Only Hispanic,1
2017,9,Warren,Total Non-Hispanic,521
2017,9,Warren,Total Hispanic,21
2017,9,Washington,Total,526
2017,9,Washington,White Only Non-Hisp,508
2017,9,Washington,Black Only Non-Hisp,3
2017,9,Washington,Other Non-Hisp,4
2017,9,Washington,White Only Hispanic,9
2017,9,Washington,Black Only Hispanic,0
2017,9,Washington,Total Non-Hispanic,515
2017,9,Washington,Total Hispanic,11
2017,9,Wayne,Total,949
2017,9,Wayne,White Only Non-Hisp,828
2017,9,Wayne,Black Only Non-Hisp,20
2017,9,Wayne,Other Non-Hisp,31
2017,9,Wayne,White Only Hispanic,40
2017,9,Wayne,Black Only Hispanic,1
2017,9,Wayne,Total Non-Hispanic,880
2017,9,Wayne,Total Hispanic,69
2017,9,Westchester,Total,10429
2017,9,Westchester,White Only Non-Hisp,4240
2017,9,Westchester,Black Only Non-Hisp,1476
2017,9,Westchester,Other Non-Hisp,992
2017,9,Westchester,White Only Hispanic,1357
2017,9,Westchester,Black Only Hispanic,107
2017,9,Westchester,Total Non-Hispanic,6712
2017,9,Westchester,Total Hispanic,3717
2017,9,Wyoming,Total,347
2017,9,Wyoming,White Only Non-Hisp,334
2017,9,Wyoming,Black Only Non-Hisp,0
2017,9,Wyoming,Other Non-Hisp,1
2017,9,Wyoming,White Only Hispanic,4
2017,9,Wyoming,Black Only Hispanic,0
2017,9,Wyoming,Total Non-Hispanic,335
2017,9,Wyoming,Total Hispanic,12
2017,9,Yates,Total,320
2017,9,Yates,White Only Non-Hisp,303
2017,9,Yates,Black Only Non-Hisp,2
2017,9,Yates,Other Non-Hisp,2
2017,9,Yates,White Only Hispanic,5
2017,9,Yates,Black Only Hispanic,0
2017,9,Yates,Total Non-Hispanic,308
2017,9,Yates,Total Hispanic,12
2018,9,New York State,Total,225162
2018,9,New York State,White Only Non-Hisp,108614
2018,9,New York State,Black Only Non-Hisp,32087
2018,9,New York State,Other Non-Hisp,32213
2018,9,New York State,White Only Hispanic,24800
2018,9,New York State,Black Only Hispanic,3797
2018,9,New York State,Total Non-Hispanic,173186
2018,9,New York State,Total Hispanic,51976
2018,9,New York City,Total,107821
2018,9,New York City,White Only Non-Hisp,34186
2018,9,New York City,Black Only Non-Hisp,20235
2018,9,New York City,Other Non-Hisp,21936
2018,9,New York City,White Only Hispanic,14792
2018,9,New York City,Black Only Hispanic,2853
2018,9,New York City,Total Non-Hispanic,76552
2018,9,New York City,Total Hispanic,31269
2018,9,Bronx,Total,19778
2018,9,Bronx,White Only Non-Hisp,1157
2018,9,Bronx,Black Only Non-Hisp,5647
2018,9,Bronx,Other Non-Hisp,1622
2018,9,Bronx,White Only Hispanic,4605
2018,9,Bronx,Black Only Hispanic,1382
2018,9,Bronx,Total Non-Hispanic,8464
2018,9,Bronx,Total Hispanic,11314
2018,9,Kings,Total,38435
2018,9,Kings,White Only Non-Hisp,17154
2018,9,Kings,Black Only Non-Hisp,8250
2018,9,Kings,Other Non-Hisp,6468
2018,9,Kings,White Only Hispanic,3334
2018,9,Kings,Black Only Hispanic,609
2018,9,Kings,Total Non-Hispanic,31963
2018,9,Kings,Total Hispanic,6472
2018,9,New York,Total,16654
2018,9,New York,White Only Non-Hisp,7709
2018,9,New York,Black Only Non-Hisp,1816
2018,9,New York,Other Non-Hisp,3038
2018,9,New York,White Only Hispanic,2209
2018,9,New York,Black Only Hispanic,425
2018,9,New York,Total Non-Hispanic,12590
2018,9,New York,Total Hispanic,4064
2018,9,Queens,Total,27865
2018,9,Queens,White Only Non-Hisp,5720
2018,9,Queens,Black Only Non-Hisp,4004
2018,9,Queens,Other Non-Hisp,9861
2018,9,Queens,White Only Hispanic,4117
2018,9,Queens,Black Only Hispanic,348
2018,9,Queens,Total Non-Hispanic,19618
2018,9,Queens,Total Hispanic,8247
2018,9,Richmond,Total,5089
2018,9,Richmond,White Only Non-Hisp,2446
2018,9,Richmond,Black Only Non-Hisp,518
2018,9,Richmond,Other Non-Hisp,947
2018,9,Richmond,White Only Hispanic,527
2018,9,Richmond,Black Only Hispanic,89
2018,9,Richmond,Total Non-Hispanic,3917
2018,9,Richmond,Total Hispanic,1172
2018,9,Rest of State,Total,117341
2018,9,Rest of State,White Only Non-Hisp,74428
2018,9,Rest of State,Black Only Non-Hisp,11852
2018,9,Rest of State,Other Non-Hisp,10277
2018,9,Rest of State,White Only Hispanic,10008
2018,9,Rest of State,Black Only Hispanic,944
2018,9,Rest of State,Total Non-Hispanic,96634
2018,9,Rest of State,Total Hispanic,20707
2018,9,Albany,Total,2957
2018,9,Albany,White Only Non-Hisp,1729
2018,9,Albany,Black Only Non-Hisp,503
2018,9,Albany,Other Non-Hisp,458
2018,9,Albany,White Only Hispanic,119
2018,9,Albany,Black Only Hispanic,63
2018,9,Albany,Total Non-Hispanic,2691
2018,9,Albany,Total Hispanic,266
2018,9,Allegany,Total,469
2018,9,Allegany,White Only Non-Hisp,420
2018,9,Allegany,Black Only Non-Hisp,1
2018,9,Allegany,Other Non-Hisp,11
2018,9,Allegany,White Only Hispanic,29
2018,9,Allegany,Black Only Hispanic,0
2018,9,Allegany,Total Non-Hispanic,432
2018,9,Allegany,Total Hispanic,37
2018,9,Broome,Total,1875
2018,9,Broome,White Only Non-Hisp,1443
2018,9,Broome,Black Only Non-Hisp,156
2018,9,Broome,Other Non-Hisp,165
2018,9,Broome,White Only Hispanic,36
2018,9,Broome,Black Only Hispanic,16
2018,9,Broome,Total Non-Hispanic,1764
2018,9,Broome,Total Hispanic,111
2018,9,Cattaraugus,Total,867
2018,9,Cattaraugus,White Only Non-Hisp,690
2018,9,Cattaraugus,Black Only Non-Hisp,4
2018,9,Cattaraugus,Other Non-Hisp,57
2018,9,Cattaraugus,White Only Hispanic,13
2018,9,Cattaraugus,Black Only Hispanic,1
2018,9,Cattaraugus,Total Non-Hispanic,751
2018,9,Cattaraugus,Total Hispanic,116
2018,9,Cayuga,Total,724
2018,9,Cayuga,White Only Non-Hisp,643
2018,9,Cayuga,Black Only Non-Hisp,24
2018,9,Cayuga,Other Non-Hisp,33
2018,9,Cayuga,White Only Hispanic,10
2018,9,Cayuga,Black Only Hispanic,1
2018,9,Cayuga,Total Non-Hispanic,700
2018,9,Cayuga,Total Hispanic,24
2018,9,Chautauqua,Total,1304
2018,9,Chautauqua,White Only Non-Hisp,1046
2018,9,Chautauqua,Black Only Non-Hisp,13
2018,9,Chautauqua,Other Non-Hisp,50
2018,9,Chautauqua,White Only Hispanic,118
2018,9,Chautauqua,Black Only Hispanic,11
2018,9,Chautauqua,Total Non-Hispanic,1111
2018,9,Chautauqua,Total Hispanic,193
2018,9,Chemung,Total,872
2018,9,Chemung,White Only Non-Hisp,732
2018,9,Chemung,Black Only Non-Hisp,47
2018,9,Chemung,Other Non-Hisp,54
2018,9,Chemung,White Only Hispanic,19
2018,9,Chemung,Black Only Hispanic,7
2018,9,Chemung,Total Non-Hispanic,833
2018,9,Chemung,Total Hispanic,39
2018,9,Chenango,Total,463
2018,9,Chenango,White Only Non-Hisp,442
2018,9,Chenango,Black Only Non-Hisp,4
2018,9,Chenango,Other Non-Hisp,9
2018,9,Chenango,White Only Hispanic,5
2018,9,Chenango,Black Only Hispanic,0
2018,9,Chenango,Total Non-Hispanic,455
2018,9,Chenango,Total Hispanic,8
